speech_id,year,speaker_id,raw_text,clean_text,decade,congress,party,chamber,state,clean_word_count,Newspeak_Index,seniority
1050000005,1997,105115011.0,Mr. President. before the Chair presents the certification of election for the swearing in to begin. I would like to take a moment to speak about the seating of one of our new colleagues who will be sworn in within the next few minutes. I am referring to the seating of Senatorelect LANDRIEU. The Senate has received petitions from the citizens of the State of Louisiana contesting the election of Senatorelect,mr president before the chair presents the certification of election for the swearing in to begin i would like to take a moment to speak about the seating of one of our new colleagues who will be sworn in within the next few minutes i am referring to the seating of senatorelect landrieu the senate has received petitions from the citizens of the state of louisiana contesting the election of senatorelect,1990s,105,R,S,Unknown,71,0.0,first-term
1050000007,1997,105112401.0,"Mr. President. let me begin by thanking the distinguished majority leader for his comments and welcoming him to the 105th Congress. as we welcome all of the newly elected Members to this prestigious body. As the Senator also noted. we have a number of former colleagues who have now reached the height of ""citizen."" and we welcome them in their new positions as well. The families are here. We all note their presence and recognize what an important day and a memorable day it is for not only the Senatorselect. but for the families as well. We begin this session with much hope and good will. And I think the remarks just made by the majority leader concerning Senator LANDfZEU are reflective of that. I would like to believe that the administration of the oath of Senatorelect LANDRIEU will not prejudice in any way the Senates constitutional power to judge the Louisiana election. Neither will the pendency of Mr. Jenkins petition diminish in any way the effect of the oath that will now be administered to Senatorelect",mr president let me begin by thanking the distinguished majority leader for his comments and welcoming him to the 105th congress as we welcome all of the newly elected members to this prestigious body as the senator also noted we have a number of former colleagues who have now reached the height of citizen and we welcome them in their new positions as well the families are here we all note their presence and recognize what an important day and a memorable day it is for not only the senatorselect but for the families as well we begin this session with much hope and good will and i think the remarks just made by the majority leader concerning senator landfzeu are reflective of that i would like to believe that the administration of the oath of senatorelect landrieu will not prejudice in any way the senates constitutional power to judge the louisiana election neither will the pendency of mr jenkins petition diminish in any way the effect of the oath that will now be administered to senatorelect,1990s,105,D,S,Unknown,176,0.0,first-term
1050000033,1997,105115011.0,Before that is completed. Mr. President. for the information of all Senators. there are a number of traditional resolutions and unanimous consent requests that we will need to work through now. We have discussed these. and they have been cleared with the Democratic leader. There are a number of them.. It will take some time. We do not at this time anticipate any recorded vote. I wanted the Sen.ators to be aware of that. So I renew my request.,before that is completed mr president for the information of all senators there are a number of traditional resolutions and unanimous consent requests that we will need to work through now we have discussed these and they have been cleared with the democratic leader there are a number of them it will take some time we do not at this time anticipate any recorded vote i wanted the sen ators to be aware of that so i renew my request,1990s,105,R,S,Unknown,80,0.0,first-term
1050000037,1997,105115011.0,Mr. President. in order that we may carry out the direction of this resolution. we will ask for a quorum call at this point so the Democratic leader and I can move across the Hall to the Vice Presidents office to make the traditional call. With that. I suggest the absence of a quorum.,mr president in order that we may carry out the direction of this resolution we will ask for a quorum call at this point so the democratic leader and i can move across the hall to the vice presidents office to make the traditional call with that i suggest the absence of a quorum,1990s,105,R,S,Unknown,54,0.0,first-term
1050000042,1997,105115011.0,Mr. President. I report to the Senate that Senator DASCHLE and I have spoken to the President and have assured him that we have taken the necessary actions to swear in our Members and establish our quorum. and we are ready to do business. He said he was glad to hear that and he is ready to go to work.,mr president i report to the senate that senator daschle and i have spoken to the president and have assured him that we have taken the necessary actions to swear in our members and establish our quorum and we are ready to do business he said he was glad to hear that and he is ready to go to work,1990s,105,R,S,Unknown,60,0.0,first-term
1050000058,1997,,The Senator from South Carolina. to be escorted by the majority leader. Mr. LOTT. the Democratic leader. Mr. DASCHLE. the former President pro tempore. Mr. BYRD. and the Senator from South Carolina. Mr. HOLLINGS. will present himself at the desk to take the oath of office. The President pro tempore advanced to the desk of the Vice President. the oath was administered to him by the Vice President. and he subscribed to the oath in the official oath book.,the senator from south carolina to be escorted by the majority leader mr lott the democratic leader mr daschle the former president pro tempore mr byrd and the senator from south carolina mr hollings will present himself at the desk to take the oath of office the president pro tempore advanced to the desk of the vice president the oath was administered to him by the vice president and he subscribed to the oath in the official oath book,1990s,105,,S,Unknown,79,0.0,
1050000060,1997,105112401.0,Mr. President. on behalf of all the Members of the Democratic caucus. let me congratulate the President pro tempore on his ascension to this position once again. He has served ably in the last Congress and he has gained the respect of many new Members who did not have the opportunity to work with him in the past. I know that will be the case once more in the 105th Congress. So we join with our Republican colleagues in congratulating and wishing you well on your election and expressing the hope that we can continue to work so ably together. as you have so clearly demonstrated the ability to do in the last Congress.,mr president on behalf of all the members of the democratic caucus let me congratulate the president pro tempore on his ascension to this position once again he has served ably in the last congress and he has gained the respect of many new members who did not have the opportunity to work with him in the past i know that will be the case once more in the 105th congress so we join with our republican colleagues in congratulating and wishing you well on your election and expressing the hope that we can continue to work so ably together as you have so clearly demonstrated the ability to do in the last congress,1990s,105,D,S,Unknown,113,0.0,first-term
1050000063,1997,105115011.0,Mr. President. I would like to congratulate the distinguished Senator from South Carolina for his reelection. Once again the people of South Carolina have shown their usual good judgment. And I also congratulate you on your being reelected as the President pro tempore. Your leadership and your determination to pass good legislation for the best interests of our country and the honorable way in which you serve as the Senator for your great State and as leader in the Senate is one for which we are all very proud and one. that as such sets an example for all of us to emulate. We congratulate you and wish you the very best in the 105th Congress. We know you will do your traditional good work.,mr president i would like to congratulate the distinguished senator from south carolina for his reelection once again the people of south carolina have shown their usual good judgment and i also congratulate you on your being reelected as the president pro tempore your leadership and your determination to pass good legislation for the best interests of our country and the honorable way in which you serve as the senator for your great state and as leader in the senate is one for which we are all very proud and one that as such sets an example for all of us to emulate we congratulate you and wish you the very best in the 105th congress we know you will do your traditional good work,1990s,105,R,S,Unknown,124,0.0,first-term
1050000066,1997,105114621.0,"Mr. President. I thank the distinguished majority leader. For the record. and without being critical of anyone. I am sure that we have followed late precedent in notifying the House and notifying the President after the President pro tempore is elected. When the Senate first met on April 6th. 1789. after having been delayed 34 days for the lack of a quorum. the first order of business was the election of a President pro tempore. who is a constitutional officer. The Senate is required to elect a Member of the body to serve as the President pro tempore in the absence of the Vice President. When the Senate met on April 6th. 1789 there was no Vice President. There was no President. And once the President pro tempore was electedhis name was John Langdon from New Hampshirethe Senate then notified the House that it was organized and ready to count the electoral ballots. So the selection of the President pro tempore ""was first because the Senate had to have a Presiding Officer. And there was no Vice President. There was no Vice President until April 21st of 1789 when the Vice President. John Adams. took the oath of office. So I say this because sometimes we vary from precedent without thinking about it. And it escaped my notice that this was done. I think. in the last Congress when the President pro tempore was elected. But in any event. for the record. I hope that in the future we will follow the practice of the Members of the Senate of 1789. when a President pro tempore is to be elected. In the old days they elected a President pro tempore perhaps for the occasion. or one for a single day. But the practice now is that we elect a President pro tempore. who serves until another is electedhe retires. or passes on to another world. or his party loses control and a new President pro tempore is elected. or until his own term as Senator expires and he is reelected. as was the case today. I thank all Senators for their indulgence. And -especially I thank our two fine leaders. I am also very favorably impressed with both leaders. I know that they are going to do the Senate proud and do all of us proud.",mr president i thank the distinguished majority leader for the record and without being critical of anyone i am sure that we have followed late precedent in notifying the house and notifying the president after the president pro tempore is elected when the senate first met on april 6th 1789 after having been delayed 34 days for the lack of a quorum the first order of business was the election of a president pro tempore who is a constitutional officer the senate is required to elect a member of the body to serve as the president pro tempore in the absence of the vice president when the senate met on april 6th 1789 there was no vice president there was no president and once the president pro tempore was electedhis name was john langdon from new hampshirethe senate then notified the house that it was organized and ready to count the electoral ballots so the selection of the president pro tempore was first because the senate had to have a presiding officer and there was no vice president there was no vice president until april 21st of 1789 when the vice president john adams took the oath of office so i say this because sometimes we vary from precedent without thinking about it and it escaped my notice that this was done i think in the last congress when the president pro tempore was elected but in any event for the record i hope that in the future we will follow the practice of the members of the senate of 1789 when a president pro tempore is to be elected in the old days they elected a president pro tempore perhaps for the occasion or one for a single day but the practice now is that we elect a president pro tempore who serves until another is electedhe retires or passes on to another world or his party loses control and a new president pro tempore is elected or until his own term as senator expires and he is reelected as was the case today i thank all senators for their indulgence and -especially i thank our two fine leaders i am also very favorably impressed with both leaders i know that they are going to do the senate proud and do all of us proud,1990s,105,D,S,Unknown,378,0.0,first-term
1050000067,1997,105115011.0,Mr. President. I thank the distinguished Senator from West Virginia for that information. And certainly we want to follow the precedents very closely. I will make sure that we look carefully at those and be prepared to elect a President pro tempore first the next time. Certainly. my feeling is that there is no higher honor nor greater responsibility nor greater opportunity than electing the Senator from South Carolina as the leader and as President pro tempore of the Senate. So I thank Senator BYRD for his comments.,mr president i thank the distinguished senator from west virginia for that information and certainly we want to follow the precedents very closely i will make sure that we look carefully at those and be prepared to elect a president pro tempore first the next time certainly my feeling is that there is no higher honor nor greater responsibility nor greater opportunity than electing the senator from south carolina as the leader and as president pro tempore of the senate so i thank senator byrd for his comments,1990s,105,R,S,Unknown,88,0.0,first-term
1050000077,1997,105115011.0,Mr. President. these unanimousconsent requests are those of the standing orders--for example. the setting of leaders time each daywhich are obtained at the beginning of each Congress which govern our daytoday activities. As in the past. these consents have been cleared with the Democratic leader. Therefore. I send to the desk 11 unanimousconsent requests and ask for their immediate consideration en bloc. that the requests be agreed to en bloc. and that the various consents be shown separately in the RECORD. Mr. President. I ask unanimous consent that for the duration of the 105th Congress. the Ethics Committee be authorized to meet during the session of the Senate. Mr. President.-I ask unanimous consent that for the duration of the 105th Congress. there be a limitation of 15 minutes each upon any rollcall vote. with the warning signal to be sounded at the midway point. beginning at the last 7 minutes. and when rollcall votes are of -10minute duration. the warning signal be sounded at the beginning of the last 7 minutes. Mr. President. I ask unanimous consent that during the Congress. it be in order for the Secretary of the Senate to receive reports at the desk when presented by a Senator at any time during the day of the session of the Senate. Mr. President. I ask unanimous consent that the majority and minority leaders may daily have up to 10 minutes each on each calendar day following the prayer and- disposition of the reading of. or the approval of. the Journal. Mr. President. I ask unanimous consent that the Parliamentarian of the House of Representatives and his three assistants be given the privilege of the floor during the 105th Congress. Mr. President. I ask unanimous consent that. notwithstanding the provisions of rule XXVIII. conference reports and statements accompanying them not be printed as Senate reports when such conference reports and statements have been printed as a House report unless specific request is made in the Senate in each instance to have such a report printed. Mr. President. I ask unanimous consent that the Committee on Appropriations be authorized during the 105th Congress to file reports during adjournments or recesses of the Senate on appropriation bills. including joint resolutions. together with any accompanying notices of motions to suspend rule XVI. pursuant to rule V. for the purpose of offering certain amendments to such bills or joint resolutions. which proposes amendments shall be printed. Mr. President. I ask unanimous consent that. for the duration of the 105th Congress. the Secretary of the Senate be authorized to make technical and clerical corrections in the engrossments of all Senatepassed bills and resolutions. Senate amendments to House bills and resolutions. Senate amendments to House amendments to Senate bills and resolutions. and Senate amendments to House amendments to Senate amendments to House bills or resolutions. Mr. President. I ask unanimous consent that for the duration of the 105th Congress. when the Senate is in recess or adjournment. the Secretary of the Senate be authorized to receive messages from the President of the United States. andwith the exception of House bills. joint resolutions. and concurrent resolutions--messages from the House of Representatives. and that they be appropriately referred. and that the President of the Senate. the President pro tempore. and the Acting President pro tempore be authorized to sign duly enrolled bills and joint resolutions. Mr. President. I ask unanimous consent that for the duration of the 105th Congress. Senators be allowed to leave at the desk with the journal clerk the names of two staff members who will be granted the privilege of the floor during the consideriation of the specific matter noted. and that the Sergeant at Arms be instructed to rotate such staff members as space allows. Mr. President. I ask unanimous consent that for the duration of the 105th Congress. it be in order to refer treaties and nominations on the day when they are received from the President. even when the Senate has no executive session that day.,mr president these unanimousconsent requests are those of the standing orders--for example the setting of leaders time each daywhich are obtained at the beginning of each congress which govern our daytoday activities as in the past these consents have been cleared with the democratic leader therefore i send to the desk 11 unanimousconsent requests and ask for their immediate consideration en bloc that the requests be agreed to en bloc and that the various consents be shown separately in the record mr president i ask unanimous consent that for the duration of the 105th congress the ethics committee be authorized to meet during the session of the senate mr president -i ask unanimous consent that for the duration of the 105th congress there be a limitation of 15 minutes each upon any rollcall vote with the warning signal to be sounded at the midway point beginning at the last 7 minutes and when rollcall votes are of -10minute duration the warning signal be sounded at the beginning of the last 7 minutes mr president i ask unanimous consent that during the congress it be in order for the secretary of the senate to receive reports at the desk when presented by a senator at any time during the day of the session of the senate mr president i ask unanimous consent that the majority and minority leaders may daily have up to 10 minutes each on each calendar day following the prayer and- disposition of the reading of or the approval of the journal mr president i ask unanimous consent that the parliamentarian of the house of representatives and his three assistants be given the privilege of the floor during the 105th congress mr president i ask unanimous consent that notwithstanding the provisions of rule xxviii conference reports and statements accompanying them not be printed as senate reports when such conference reports and statements have been printed as a house report unless specific request is made in the senate in each instance to have such a report printed mr president i ask unanimous consent that the committee on appropriations be authorized during the 105th congress to file reports during adjournments or recesses of the senate on appropriation bills including joint resolutions together with any accompanying notices of motions to suspend rule xvi pursuant to rule v for the purpose of offering certain amendments to such bills or joint resolutions which proposes amendments shall be printed mr president i ask unanimous consent that for the duration of the 105th congress the secretary of the senate be authorized to make technical and clerical corrections in the engrossments of all senatepassed bills and resolutions senate amendments to house bills and resolutions senate amendments to house amendments to senate bills and resolutions and senate amendments to house amendments to senate amendments to house bills or resolutions mr president i ask unanimous consent that for the duration of the 105th congress when the senate is in recess or adjournment the secretary of the senate be authorized to receive messages from the president of the united states andwith the exception of house bills joint resolutions and concurrent resolutions--messages from the house of representatives and that they be appropriately referred and that the president of the senate the president pro tempore and the acting president pro tempore be authorized to sign duly enrolled bills and joint resolutions mr president i ask unanimous consent that for the duration of the 105th congress senators be allowed to leave at the desk with the journal clerk the names of two staff members who will be granted the privilege of the floor during the consideriation of the specific matter noted and that the sergeant at arms be instructed to rotate such staff members as space allows mr president i ask unanimous consent that for the duration of the 105th congress it be in order to refer treaties and nominations on the day when they are received from the president even when the senate has no executive session that day,1990s,105,R,S,Unknown,654,0.0,first-term
1140000002,2015,,As directed by law. the Clerk of the House has prepared the official roll of the Representativeselect. Certificates of election covering 435 seats in the 114th Congress have been received by the Clerk of the House. and the names of those persons whose credentials show that they were regularly elected as Representatives in accordance with the laws of their respective States or of the United States will be called. The Representativeselect will record their presence by electronic device and their names will be reported in alphabetical order by State. beginning with the State of Alabama. to determine whether a quorum is present. Representatives- elect will have a minimum of 15 minutes to record their presence by electronic device. Representatives- elect who have not obtained their voting ID cards may do so now in the Speakers lobby.,as directed by law the clerk of the house has prepared the official roll of the representativeselect certificates of election covering 435 seats in the 114th congress have been received by the clerk of the house and the names of those persons whose credentials show that they were regularly elected as representatives in accordance with the laws of their respective states or of the united states will be called the representativeselect will record their presence by electronic device and their names will be reported in alphabetical order by state beginning with the state of alabama to determine whether a quorum is present representatives- elect will have a minimum of 15 minutes to record their presence by electronic device representatives- elect who have not obtained their voting id cards may do so now in the speakers lobby,2010s,114,,,Unknown,133,0.0666666666666666,
1140000004,2015,,Credentials. regular in form. have been received showing the election of: The Honorable PEDRO R. PIERLUISI as Resident Commissioner from the Commonwealth of Puerto Rico for a term of 4 years beginning January 3. 2013. The Honorable ELEANOR HOLMES NORTON as Delegate from the District of Columbia. The Honorable MADELEINE Z. BORDALLO as Delegate from Guam. The Honorable STACEY E. PLASKETT as Delegate from the Virgin Islands. The Honorable AMATA COLEMAN RADEWAGEN as Delegate from American Samoa. and The Honorable GREGORIO SABLAN as Delegate from the Commonwealth of the Northern Mariana Islands.,credentials regular in form have been received showing the election of the honorable pedro r pierluisi as resident commissioner from the commonwealth of puerto rico for a term of 4 years beginning january 3 2013 the honorable eleanor holmes norton as delegate from the district of columbia the honorable madeleine z bordallo as delegate from guam the honorable stacey e plaskett as delegate from the virgin islands the honorable amata coleman radewagen as delegate from american samoa and the honorable gregorio sablan as delegate from the commonwealth of the northern mariana islands,2010s,114,,H,Unknown,89,0.0666666666666666,
1140000006,2015,,Pursuant to law and precedent. the next order of business is the election of the Speaker of the Adams Butterfield Ellmers Foxx Beatty Boehner Chabot Fudge Gibbs Johnson Barletta Boyle Brady Cartwright Costello Dent House of Representatives for the 114th Congress. Nominations are now in order. The Clerk recognizes the gentlewoman from Washington (Mrs. MCMOR-,pursuant to law and precedent the next order of business is the election of the speaker of the adams butterfield ellmers foxx beatty boehner chabot fudge gibbs johnson barletta boyle brady cartwright costello dent house of representatives for the 114th congress nominations are now in order the clerk recognizes the gentlewoman from washington mrs mcmor-,2010s,114,,H,Unknown,54,0.0666666666666666,
1140000007,2015,114120480.0,RODGERS. Madam Clerk. it is an honor to address the House at the start of the 114th Congress. If there is one thing I have learned as a legislator. it is that we cannot achieve great things alone. It takes a willingness to come together. find common ground. and advance solutions that make peoples lives better. In that spirit. I welcome Americas new Congress. one that will chart the path towards a government that is more open. transparent. and trustworthy. To lead us on this path. the Republican Conference has nominated a man of great character and conviction. The second oldest of 12 children. he grew up mopping floors and waiting tables at his familys tavern. He ran a successful small business. He was elected to the Ohio State House and then this House. where he served as committee chairman. Republican Conference chairman. minority leader. majority leader. and Speaker. He is a reformer who works every day to make government more accountable to the people. For all of this. he calls himself a regular guy with a big job. and that job. he says. is to listen. because if we listen to the people. listen to one another. there is no telling what we can accomplish together for the future of this great country. Madam Clerk. as chair of the Republican Conference and by unanimous vote of that conference. I present for election to the office of Speaker of the House of Representatives for the 114th Congress the name of the Honorable JOHN A. BOEHNER. our dear friend and colleague. a Representativeelect from the State of Ohio.,rodgers madam clerk it is an honor to address the house at the start of the 114th congress if there is one thing i have learned as a legislator it is that we cannot achieve great things alone it takes a willingness to come together find common ground and advance solutions that make peoples lives better in that spirit i welcome americas new congress one that will chart the path towards a government that is more open transparent and trustworthy to lead us on this path the republican conference has nominated a man of great character and conviction the second oldest of 12 children he grew up mopping floors and waiting tables at his familys tavern he ran a successful small business he was elected to the ohio state house and then this house where he served as committee chairman republican conference chairman minority leader majority leader and speaker he is a reformer who works every day to make government more accountable to the people for all of this he calls himself a regular guy with a big job and that job he says is to listen because if we listen to the people listen to one another there is no telling what we can accomplish together for the future of this great country madam clerk as chair of the republican conference and by unanimous vote of that conference i present for election to the office of speaker of the house of representatives for the 114th congress the name of the honorable john a boehner our dear friend and colleague a representativeelect from the state of ohio,2010s,114,R,H,Unknown,264,0.0666666666666666,first-term
1140000009,2015,114118560.0,Madam Clerk. first I would like to recognize each and every Member who has taken to this floor to represent the people of the United States and say congratulations to them and to all of their loved ones who are here witnessing this solemn event where we will have an opportunity to lead our country. We say congratulations to them as well. Madam Clerk. I have the distinct pleasure of nominating someone who is a proven leader. someone who already will go down in history as one of the most effective Speakers the House of Representatives has ever seen. someone who has shown that it doesnt take a man to get the job done. that it can be done by an American who is devoted to this country. someone who knows her heritage. someone who has worked tirelessly for the American people. but someone who understands first and foremost that the job of this House is to get things done. I have been empowered. Madam Clerk. to nominate on behalf of all working Americans. those Americans who still believe in the American Dream. to put the name of the gentlewoman from San Francisco who will serve again in the House of Representatives. put her name forward for the office of the Speaker of the House of Representatives for the 114th Congress. I. therefore. at this point put before you the name of NANCY PELOSI to serve as the Speaker of the House of Representatives.,madam clerk first i would like to recognize each and every member who has taken to this floor to represent the people of the united states and say congratulations to them and to all of their loved ones who are here witnessing this solemn event where we will have an opportunity to lead our country we say congratulations to them as well madam clerk i have the distinct pleasure of nominating someone who is a proven leader someone who already will go down in history as one of the most effective speakers the house of representatives has ever seen someone who has shown that it doesnt take a man to get the job done that it can be done by an american who is devoted to this country someone who knows her heritage someone who has worked tirelessly for the american people but someone who understands first and foremost that the job of this house is to get things done i have been empowered madam clerk to nominate on behalf of all working americans those americans who still believe in the american dream to put the name of the gentlewoman from san francisco who will serve again in the house of representatives put her name forward for the office of the speaker of the house of representatives for the 114th congress i therefore at this point put before you the name of nancy pelosi to serve as the speaker of the house of representatives,2010s,114,D,H,Unknown,243,0.0666666666666666,first-term
1140000013,2015,114122500.0,Madam Clerk. I present for the election of the office of Speaker of the House of Representatives for the 114th Congress the name of Judge LOUIE GOHMERT. a Representativeelect from the great State of Texas. Madam Clerk. Judge GOHMERT proudly serves the First District of Texas. He is serving his fifth term in the House of Representatives. Prior to being elected to serve in Congress. he was elected to three terms as district judge in Smith County and was appointed by Governor Rick Perry to be the chief justice of the 12th Court of Appeals. Madam Clerk. this is not about Judge GOHMERT. it is about establishing a strong check on the executive branch. I think a quote applies to my friend LOUIE GOHMERT. It is from Mark Twain. He said: In the beginning of a change. the patriot is a scarce man. and he is brave and hated and scorned. When his cause succeeds. the timid join him. for then it costs nothing to be a patriot. My constituents from the First District of Oklahoma are looking for this kind of patriot.,madam clerk i present for the election of the office of speaker of the house of representatives for the 114th congress the name of judge louie gohmert a representativeelect from the great state of texas madam clerk judge gohmert proudly serves the first district of texas he is serving his fifth term in the house of representatives prior to being elected to serve in congress he was elected to three terms as district judge in smith county and was appointed by governor rick perry to be the chief justice of the 12th court of appeals madam clerk this is not about judge gohmert it is about establishing a strong check on the executive branch i think a quote applies to my friend louie gohmert it is from mark twain he said in the beginning of a change the patriot is a scarce man and he is brave and hated and scorned when his cause succeeds the timid join him for then it costs nothing to be a patriot my constituents from the first district of oklahoma are looking for this kind of patriot,2010s,114,R,H,Unknown,181,0.0666666666666666,first-term
1140000015,2015,114120060.0,Madam Clerk. I rise to place in a nomination for election to the constitutional office of Speaker of the United States House of Representatives a man who has served as speaker of the statehouse. a man who respects this institution. a man who understands that power and principle cannot coexist without recognizing the sanctity of each Members vote in this House of Representatives. a man who will restore this institution of the House of Representatives. I place in nomination the name of DANIEL WEBSTER. a Representativeelect from the great State of Florida.,madam clerk i rise to place in a nomination for election to the constitutional office of speaker of the united states house of representatives a man who has served as speaker of the statehouse a man who respects this institution a man who understands that power and principle cannot coexist without recognizing the sanctity of each members vote in this house of representatives a man who will restore this institution of the house of representatives i place in nomination the name of daniel webster a representativeelect from the great state of florida,2010s,114,R,H,Iowa,92,0.0666666666666666,first-term
1140000016,2015,,Are there further nominations? The names of the Honorable JOHN A. BOEHNER. a Representativeelect from the State of Ohio. the Honorable NANCY PELOSI. a Representativeelect from the State of California. the Honorable TED YOHO. a Representativeelect from the State of Florida. the Honorable LOUIE GOHMERT. a Representativeelect from the State of Texas. and the Honorable DANIEL WEBSTER. a Representativeelect from the State of Florida. have been placed in nomination. Are there further nominations? There being no further nominations. the Clerk appoints the following tellers: The gentlewoman from Michigan,are there further nominations the names of the honorable john a boehner a representativeelect from the state of ohio the honorable nancy pelosi a representativeelect from the state of california the honorable ted yoho a representativeelect from the state of florida the honorable louie gohmert a representativeelect from the state of texas and the honorable daniel webster a representativeelect from the state of florida have been placed in nomination are there further nominations there being no further nominations the clerk appoints the following tellers the gentlewoman from michigan,2010s,114,,H,Unknown,88,0.0666666666666666,
